Date,High,Low,Open,Close,Volume,Adj Close
2021-01-01,2555.0,2515.800048828125,2531.0,2542.699951171875,914818.0,2526.96630859375
2021-01-04,2670.0,2580.0,2591.0,2655.699951171875,3287511.0,2639.26708984375
2021-01-05,2685.0,2616.0,2630.0,2674.89990234375,1494362.0,2658.34814453125
2021-01-06,2672.0,2610.0,2668.0,2645.35009765625,949386.0,2628.981201171875
2021-01-07,2715.64990234375,2640.75,2660.0,2649.800048828125,1250528.0,2633.403564453125
2021-01-08,2771.300048828125,2661.0,2661.0,2760.85009765625,2585123.0,2743.7666015625
2021-01-11,2808.64990234375,2726.699951171875,2767.0,2777.14990234375,1616318.0,2759.965576171875
2021-01-12,2949.0,2777.199951171875,2777.199951171875,2881.64990234375,4829997.0,2863.81884765625
2021-01-13,2910.39990234375,2836.64990234375,2869.5,2868.64990234375,1878124.0,2850.899169921875
2021-01-14,2906.949951171875,2841.0,2880.0,2886.60009765625,1159961.0,2868.738525390625
2021-01-15,2902.0,2840.0,2880.0,2857.300048828125,882692.0,2839.61962890625
2021-01-18,2912.699951171875,2815.0,2853.14990234375,2873.0,2069601.0,2855.222412109375
2021-01-19,2929.0,2852.14990234375,2888.0,2883.5,1447495.0,2865.657470703125
2021-01-20,2964.0,2865.64990234375,2887.199951171875,2881.550048828125,1760329.0,2863.719482421875
2021-01-21,2955.0,2895.050048828125,2896.0,2926.60009765625,1451173.0,2908.490966796875
2021-01-22,3037.0,2900.0,2900.0,2972.60009765625,3091826.0,2954.206298828125
2021-01-25,3029.949951171875,2851.25,3029.949951171875,2869.550048828125,2024082.0,2851.7939453125
2021-01-27,2932.39990234375,2769.5,2899.949951171875,2789.89990234375,2574644.0,2772.636474609375
2021-01-28,2830.0,2738.35009765625,2780.0,2798.449951171875,1430646.0,2781.1337890625
2021-01-29,2870.449951171875,2726.949951171875,2812.39990234375,2744.300048828125,2067268.0,2727.31884765625
2021-02-01,2868.050048828125,2698.550048828125,2777.0,2842.85009765625,1847361.0,2825.259033203125
2021-02-02,2920.0,2825.949951171875,2920.0,2904.85009765625,2125895.0,2886.87548828125
2021-02-03,2948.0,2871.5,2904.85009765625,2916.89990234375,1349528.0,2898.850830078125
2021-02-04,2978.0,2881.0,2900.89990234375,2963.449951171875,1259327.0,2945.11279296875
2021-02-05,2990.0,2905.199951171875,2973.199951171875,2932.14990234375,915838.0,2914.00634765625
2021-02-08,2986.0,2930.10009765625,2934.0,2970.39990234375,654484.0,2952.019775390625
2021-02-09,3018.0,2936.050048828125,2993.300048828125,2947.64990234375,1127584.0,2929.410400390625
2021-02-10,2998.89990234375,2876.75,2968.0,2901.300048828125,2160932.0,2883.347412109375
2021-02-11,2840.800048828125,2701.300048828125,2750.0,2818.14990234375,4481414.0,2800.711669921875
2021-02-12,2844.949951171875,2765.050048828125,2840.0,2781.25,1907486.0,2764.040283203125
2021-02-15,2809.0,2758.0,2796.0,2770.050048828125,930514.0,2752.909423828125
2021-02-16,2778.14990234375,2692.449951171875,2770.050048828125,2726.949951171875,1525475.0,2710.076171875
2021-02-17,2745.0,2685.0,2720.0,2695.5,1491311.0,2678.82080078125
2021-02-18,2712.85009765625,2625.0,2701.10009765625,2650.199951171875,1924724.0,2633.801025390625
2021-02-19,2647.89990234375,2570.0,2646.0,2584.64990234375,1588781.0,2568.656494140625
2021-02-22,2590.0,2450.0,2586.10009765625,2482.35009765625,2189183.0,2466.98974609375
2021-02-23,2549.800048828125,2456.85009765625,2476.199951171875,2514.699951171875,1821712.0,2499.139404296875
2021-02-24,2562.85009765625,2500.0,2530.050048828125,2535.800048828125,807585.0,2520.109130859375
2021-02-25,2558.949951171875,2517.0,2555.0,2551.949951171875,1351820.0,2536.158935546875
2021-02-26,2546.949951171875,2463.64990234375,2529.699951171875,2498.60009765625,1695786.0,2483.13916015625
2021-03-01,2568.89990234375,2497.14990234375,2523.0,2556.14990234375,1283153.0,2540.3330078125
2021-03-02,2611.0,2530.0,2584.0,2602.300048828125,1491743.0,2586.197509765625
2021-03-03,2626.85009765625,2571.10009765625,2605.800048828125,2599.050048828125,1289447.0,2582.9677734375
2021-03-04,2633.0,2545.35009765625,2570.0,2593.199951171875,1353079.0,2577.15380859375
2021-03-05,2634.199951171875,2560.0,2584.800048828125,2587.75,1153319.0,2571.737548828125
2021-03-08,2643.5,2575.0,2600.64990234375,2583.25,950809.0,2567.265380859375
2021-03-09,2618.300048828125,2573.0,2600.0,2592.699951171875,677915.0,2576.65673828125
2021-03-10,2687.0,2598.89990234375,2600.0,2672.300048828125,1977416.0,2655.764404296875
2021-03-12,2699.0,2610.10009765625,2699.0,2637.5,1109504.0,2621.1796875
2021-03-15,2683.5,2585.35009765625,2640.60009765625,2669.449951171875,839684.0,2652.931884765625
2021-03-16,2683.64990234375,2626.0,2652.449951171875,2661.050048828125,654829.0,2644.583984375
2021-03-17,2668.89990234375,2630.050048828125,2667.050048828125,2647.0,634977.0,2630.620849609375
2021-03-18,2697.949951171875,2635.0,2665.60009765625,2664.60009765625,1066000.0,2648.112060546875
2021-03-19,2677.0,2600.0,2644.0,2661.5,906718.0,2645.03125
2021-03-22,2692.0,2650.050048828125,2668.0,2676.85009765625,694227.0,2660.286376953125
2021-03-23,2716.0,2666.0,2679.0,2702.75,1134037.0,2686.02587890625
2021-03-24,2706.5,2629.050048828125,2700.0,2660.64990234375,1149589.0,2644.186279296875
2021-03-25,2651.0,2548.0,2635.550048828125,2580.449951171875,1119611.0,2564.482666015625
2021-03-26,2620.949951171875,2551.050048828125,2620.0,2560.550048828125,676278.0,2544.705810546875
2021-03-30,2653.699951171875,2561.35009765625,2574.0,2639.949951171875,980304.0,2623.614501953125
2021-03-31,2648.699951171875,2580.10009765625,2635.0,2603.949951171875,829495.0,2587.837158203125
2021-04-01,2649.0,2588.85009765625,2610.800048828125,2631.14990234375,744423.0,2614.868896484375
2021-04-05,2603.0,2507.0,2596.0,2517.199951171875,1205767.0,2501.6240234375
